,Interval_Start,Interval_End,(05000) Portal Américas,(05100) Banderas P. Central,(12007) Zona Industrial,(12002) CDS - Carrera 32,(07109) CAD,(07107) U. NACIONAL,(07104) Simon Bolivar,(07103) AV. CHILE,(07101) CASTELLANA,(02205) Calle 106,(02204) Pepe Sierra,(02201) Prado,(02000) Cabecera Autopista Norte
24,2019-11-10T06:00:00,2019-11-10T06:15:00,158,42,0,0,2,0,2,0,2,2,0,4,0
25,2019-11-10T06:15:00,2019-11-10T06:30:00,142,18,0,0,0,2,4,0,0,0,4,8,0
26,2019-11-10T06:30:00,2019-11-10T06:45:00,146,34,0,0,6,0,4,2,0,0,0,2,0
27,2019-11-10T06:45:00,2019-11-10T07:00:00,108,36,0,0,2,0,4,0,2,2,0,4,0
28,2019-11-10T07:00:00,2019-11-10T07:15:00,82,28,2,0,4,6,2,2,2,2,4,10,0
29,2019-11-10T07:15:00,2019-11-10T07:30:00,102,32,0,0,4,2,4,2,0,2,2,4,0
30,2019-11-10T07:30:00,2019-11-10T07:45:00,118,38,0,0,0,0,2,4,0,2,6,0,0
31,2019-11-10T07:45:00,2019-11-10T08:00:00,108,28,0,0,0,2,0,4,2,4,2,0,0
32,2019-11-10T08:00:00,2019-11-10T08:15:00,108,16,2,0,2,4,2,2,0,0,4,2,0
33,2019-11-10T08:15:00,2019-11-10T08:30:00,104,40,0,0,4,8,2,10,2,0,0,12,0
34,2019-11-10T08:30:00,2019-11-10T08:45:00,140,50,0,0,4,2,2,6,0,4,4,12,0
35,2019-11-10T08:45:00,2019-11-10T09:00:00,96,32,2,0,4,2,0,6,2,6,4,12,0
36,2019-11-10T09:00:00,2019-11-10T09:15:00,114,26,0,0,14,2,4,6,0,0,4,4,0
37,2019-11-10T09:15:00,2019-11-10T09:30:00,98,44,0,0,8,4,2,0,0,4,2,6,0
38,2019-11-10T09:30:00,2019-11-10T09:45:00,94,34,0,0,10,2,6,4,2,4,2,6,0
39,2019-11-10T09:45:00,2019-11-10T10:00:00,82,22,0,0,4,4,0,2,2,4,0,8,0
40,2019-11-10T10:00:00,2019-11-10T10:15:00,80,32,0,0,12,0,4,6,2,0,2,8,0
41,2019-11-10T10:15:00,2019-11-10T10:30:00,60,22,2,0,4,8,6,4,0,2,6,14,0
42,2019-11-10T10:30:00,2019-11-10T10:45:00,58,28,0,0,12,2,4,2,0,0,6,2,0
43,2019-11-10T10:45:00,2019-11-10T11:00:00,70,28,2,0,10,0,8,2,0,0,6,6,0
44,2019-11-10T11:00:00,2019-11-10T11:15:00,48,24,2,0,4,2,2,8,2,4,2,14,0
45,2019-11-10T11:15:00,2019-11-10T11:30:00,56,18,2,2,8,4,8,6,0,2,6,6,0
46,2019-11-10T11:30:00,2019-11-10T11:45:00,56,18,2,0,10,4,6,2,0,2,4,6,0
47,2019-11-10T11:45:00,2019-11-10T12:00:00,80,14,4,0,10,0,6,8,0,0,2,2,0
48,2019-11-10T12:00:00,2019-11-10T12:15:00,46,12,0,0,4,2,2,12,0,2,10,2,0
49,2019-11-10T12:15:00,2019-11-10T12:30:00,46,24,0,0,4,4,0,10,0,2,4,10,0
50,2019-11-10T12:30:00,2019-11-10T12:45:00,42,10,8,0,10,0,4,4,0,2,8,16,0
51,2019-11-10T12:45:00,2019-11-10T13:00:00,40,18,2,0,14,0,6,4,2,4,2,16,0
52,2019-11-10T13:00:00,2019-11-10T13:15:00,42,20,2,0,16,8,6,2,0,2,0,22,0
53,2019-11-10T13:15:00,2019-11-10T13:30:00,44,12,0,0,14,8,10,2,2,6,4,14,0
54,2019-11-10T13:30:00,2019-11-10T13:45:00,36,14,0,2,4,4,8,8,0,0,4,8,0
55,2019-11-10T13:45:00,2019-11-10T14:00:00,34,6,0,2,4,0,2,0,0,0,4,2,0
56,2019-11-10T14:00:00,2019-11-10T14:15:00,18,6,2,2,6,4,0,10,0,6,0,12,0
57,2019-11-10T14:15:00,2019-11-10T14:30:00,28,16,2,0,2,6,2,4,0,4,6,6,0
58,2019-11-10T14:30:00,2019-11-10T14:45:00,12,6,0,0,8,2,6,6,2,2,8,2,0
59,2019-11-10T14:45:00,2019-11-10T15:00:00,20,22,2,0,0,0,2,10,0,2,10,0,0
60,2019-11-10T15:00:00,2019-11-10T15:15:00,32,4,0,0,4,4,2,4,0,4,10,6,0
61,2019-11-10T15:15:00,2019-11-10T15:30:00,30,10,4,0,4,0,2,6,0,4,2,6,0
62,2019-11-10T15:30:00,2019-11-10T15:45:00,32,18,2,0,0,0,2,0,2,0,0,0,0
63,2019-11-10T15:45:00,2019-11-10T16:00:00,38,4,0,0,10,4,4,4,0,0,4,2,0
64,2019-11-10T16:00:00,2019-11-10T16:15:00,42,8,0,0,0,4,0,2,2,0,6,4,0
65,2019-11-10T16:15:00,2019-11-10T16:30:00,12,8,4,0,6,0,4,0,0,0,8,2,0
66,2019-11-10T16:30:00,2019-11-10T16:45:00,34,10,2,0,4,0,2,4,0,6,4,6,0
67,2019-11-10T16:45:00,2019-11-10T17:00:00,30,12,4,0,8,2,4,8,0,0,4,0,0
68,2019-11-10T17:00:00,2019-11-10T17:15:00,26,10,0,0,8,4,0,6,0,2,6,12,0
69,2019-11-10T17:15:00,2019-11-10T17:30:00,36,10,0,0,4,4,2,6,4,4,6,4,0
70,2019-11-10T17:30:00,2019-11-10T17:45:00,26,10,0,0,2,0,0,4,2,0,8,2,0
71,2019-11-10T17:45:00,2019-11-10T18:00:00,40,6,0,0,8,8,2,2,0,6,2,6,0
72,2019-11-10T18:00:00,2019-11-10T18:15:00,22,8,0,0,12,6,0,2,4,6,2,6,0
73,2019-11-10T18:15:00,2019-11-10T18:30:00,32,16,0,0,8,4,0,6,0,6,8,6,0
74,2019-11-10T18:30:00,2019-11-10T18:45:00,28,14,2,0,4,0,0,2,0,2,12,16,0
75,2019-11-10T18:45:00,2019-11-10T19:00:00,18,8,0,2,2,4,0,2,0,6,2,2,0
76,2019-11-10T19:00:00,2019-11-10T19:15:00,18,10,0,0,30,2,4,2,0,2,8,6,0
77,2019-11-10T19:15:00,2019-11-10T19:30:00,24,10,0,0,6,8,4,8,0,0,4,4,0
78,2019-11-10T19:30:00,2019-11-10T19:45:00,28,14,0,0,12,6,0,10,0,0,4,0,0
79,2019-11-10T19:45:00,2019-11-10T20:00:00,10,2,0,0,4,0,6,4,0,0,4,2,0
80,2019-11-10T20:00:00,2019-11-10T20:15:00,24,6,2,0,2,4,4,0,0,2,6,10,0
81,2019-11-10T20:15:00,2019-11-10T20:30:00,14,12,0,0,0,0,2,6,0,0,2,8,0
82,2019-11-10T20:30:00,2019-11-10T20:45:00,6,4,0,0,6,2,0,0,0,0,2,8,0
83,2019-11-10T20:45:00,2019-11-10T21:00:00,6,6,0,0,2,2,0,4,2,4,6,6,0
84,2019-11-10T21:00:00,2019-11-10T21:15:00,6,2,0,0,2,0,0,2,0,4,6,8,0
85,2019-11-10T21:15:00,2019-11-10T21:30:00,18,8,0,0,0,4,0,2,0,2,8,20,0
86,2019-11-10T21:30:00,2019-11-10T21:45:00,4,10,0,0,2,2,0,2,0,0,4,4,0
87,2019-11-10T21:45:00,2019-11-10T22:00:00,4,2,0,0,0,0,2,0,0,0,0,0,0
88,2019-11-10T22:00:00,2019-11-10T22:15:00,2,0,0,0,2,0,2,0,0,2,2,2,0
89,2019-11-10T22:15:00,2019-11-10T22:30:00,0,0,0,0,2,0,0,0,0,0,2,0,0
90,2019-11-10T22:30:00,2019-11-10T22:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2019-11-10T22:45:00,2019-11-10T23:00:00,0,0,0,0,0,0,0,0,0,0,2,0,0
92,2019-11-10T23:00:00,2019-11-10T23:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2019-11-10T23:15:00,2019-11-10T23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2019-11-10T23:30:00,2019-11-10T23:45:00,2,0,0,0,0,0,0,0,0,0,0,0,0
95,2019-11-10T23:45:00,2019-11-11T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
