,Interval_Start,Interval_End,(05000) Portal Américas,(05100) Banderas P. Central,(12007) Zona Industrial,(12002) CDS - Carrera 32,(07109) CAD,(07107) U. NACIONAL,(07104) Simon Bolivar,(07103) AV. CHILE,(07101) CASTELLANA,(02205) Calle 106,(02204) Pepe Sierra,(02201) Prado,(02000) Cabecera Autopista Norte
85,2020-02-16T21:15:00,2020-02-16T21:30:00,8,0,0,0,2,0,2,2,0,2,8,4,0
86,2020-02-16T21:30:00,2020-02-16T21:45:00,8,0,0,0,2,4,2,2,0,0,4,2,0
87,2020-02-16T21:45:00,2020-02-16T22:00:00,4,4,0,0,0,2,0,0,0,4,2,4,0
88,2020-02-16T22:00:00,2020-02-16T22:15:00,0,0,0,0,0,0,0,2,0,0,4,0,0
89,2020-02-16T22:15:00,2020-02-16T22:30:00,0,0,0,0,0,0,0,2,0,0,2,0,0
90,2020-02-16T22:30:00,2020-02-16T22:45:00,0,0,0,0,0,0,0,0,0,2,0,0,0
91,2020-02-16T22:45:00,2020-02-16T23:00:00,0,0,0,0,0,0,0,0,0,0,4,0,0
92,2020-02-16T23:00:00,2020-02-16T23:15:00,0,0,0,0,0,0,0,0,0,0,2,0,0
93,2020-02-16T23:15:00,2020-02-16T23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2020-02-16T23:30:00,2020-02-16T23:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2020-02-16T23:45:00,2020-02-17T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
