,Interval_Start,Interval_End,(05000) Portal Américas,(05100) Banderas P. Central,(12007) Zona Industrial,(12002) CDS - Carrera 32,(07109) CAD,(07107) U. NACIONAL,(07104) Simon Bolivar,(07103) AV. CHILE,(07101) CASTELLANA,(02205) Calle 106,(02204) Pepe Sierra,(02201) Prado,(02000) Cabecera Autopista Norte
60,2018-04-22T15:00:00,2018-04-22T15:15:00,32,10,0,0,4,2,6,2,0,4,10,4,0
61,2018-04-22T15:15:00,2018-04-22T15:30:00,32,16,4,0,2,2,2,6,0,4,4,2,0
62,2018-04-22T15:30:00,2018-04-22T15:45:00,36,4,6,0,10,0,2,10,4,8,4,4,0
63,2018-04-22T15:45:00,2018-04-22T16:00:00,52,8,6,0,2,4,4,14,2,4,8,2,0
64,2018-04-22T16:00:00,2018-04-22T16:15:00,26,4,0,0,2,4,10,2,2,0,2,6,0
65,2018-04-22T16:15:00,2018-04-22T16:30:00,28,12,0,0,4,2,2,8,2,6,6,0,0
66,2018-04-22T16:30:00,2018-04-22T16:45:00,44,2,4,0,14,10,4,2,4,2,2,2,0
67,2018-04-22T16:45:00,2018-04-22T17:00:00,42,14,0,0,8,8,0,2,2,4,2,4,0
68,2018-04-22T17:00:00,2018-04-22T17:15:00,22,10,0,0,20,6,2,0,0,2,4,8,0
69,2018-04-22T17:15:00,2018-04-22T17:30:00,40,16,8,2,16,2,2,0,0,10,4,12,0
70,2018-04-22T17:30:00,2018-04-22T17:45:00,30,10,0,0,20,2,6,0,0,4,8,6,0
71,2018-04-22T17:45:00,2018-04-22T18:00:00,36,10,2,0,14,2,6,2,2,2,6,10,0
72,2018-04-22T18:00:00,2018-04-22T18:15:00,30,16,0,0,2,6,4,8,0,0,14,12,0
73,2018-04-22T18:15:00,2018-04-22T18:30:00,30,12,0,2,18,6,2,6,6,0,4,6,0
74,2018-04-22T18:30:00,2018-04-22T18:45:00,26,12,0,0,6,4,0,2,0,6,4,2,0
75,2018-04-22T18:45:00,2018-04-22T19:00:00,30,8,0,0,10,0,4,0,0,6,2,10,0
76,2018-04-22T19:00:00,2018-04-22T19:15:00,18,10,0,2,22,8,4,2,2,6,4,2,0
77,2018-04-22T19:15:00,2018-04-22T19:30:00,18,12,2,0,24,2,2,6,2,4,6,2,0
78,2018-04-22T19:30:00,2018-04-22T19:45:00,28,14,0,0,18,4,0,8,2,2,0,8,0
79,2018-04-22T19:45:00,2018-04-22T20:00:00,20,10,0,0,8,0,2,4,0,6,12,2,0
80,2018-04-22T20:00:00,2018-04-22T20:15:00,32,16,0,0,6,4,2,4,0,6,4,2,0
81,2018-04-22T20:15:00,2018-04-22T20:30:00,14,8,2,0,6,4,8,4,0,2,4,6,0
82,2018-04-22T20:30:00,2018-04-22T20:45:00,24,4,0,0,4,4,0,2,0,0,4,6,0
83,2018-04-22T20:45:00,2018-04-22T21:00:00,16,8,0,0,4,2,2,2,0,0,0,10,0
84,2018-04-22T21:00:00,2018-04-22T21:15:00,14,4,0,0,2,2,0,6,2,0,2,4,0
85,2018-04-22T21:15:00,2018-04-22T21:30:00,4,2,0,0,0,4,0,4,2,8,4,0,0
86,2018-04-22T21:30:00,2018-04-22T21:45:00,8,6,0,0,0,4,0,2,0,2,6,4,0
87,2018-04-22T21:45:00,2018-04-22T22:00:00,6,4,0,0,0,2,0,2,0,2,4,0,0
88,2018-04-22T22:00:00,2018-04-22T22:15:00,0,2,0,0,0,0,0,0,0,0,10,0,0
89,2018-04-22T22:15:00,2018-04-22T22:30:00,0,0,0,0,0,0,0,0,0,0,6,0,0
90,2018-04-22T22:30:00,2018-04-22T22:45:00,0,0,0,0,0,0,0,0,0,0,2,0,0
91,2018-04-22T22:45:00,2018-04-22T23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2018-04-22T23:00:00,2018-04-22T23:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2018-04-22T23:15:00,2018-04-22T23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2018-04-22T23:30:00,2018-04-22T23:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2018-04-22T23:45:00,2018-04-23T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
