,Interval_Start,Interval_End,(05000) Portal Américas,(05100) Banderas P. Central,(12007) Zona Industrial,(12002) CDS - Carrera 32,(07109) CAD,(07107) U. NACIONAL,(07104) Simon Bolivar,(07103) AV. CHILE,(07101) CASTELLANA,(02205) Calle 106,(02204) Pepe Sierra,(02201) Prado,(02000) Cabecera Autopista Norte
26,2019-05-18T06:30:00,2019-05-18T06:45:00,700,174,8,0,10,2,6,8,4,4,6,14,0
27,2019-05-18T06:45:00,2019-05-18T07:00:00,666,178,4,0,6,4,8,10,2,6,6,16,0
28,2019-05-18T07:00:00,2019-05-18T07:15:00,552,122,8,4,10,8,12,16,2,4,4,6,0
29,2019-05-18T07:15:00,2019-05-18T07:30:00,570,194,2,0,12,20,6,8,0,2,4,16,0
30,2019-05-18T07:30:00,2019-05-18T07:45:00,422,132,4,0,14,8,8,20,0,8,10,16,0
31,2019-05-18T07:45:00,2019-05-18T08:00:00,380,136,6,2,8,6,14,6,4,10,12,30,0
32,2019-05-18T08:00:00,2019-05-18T08:15:00,342,128,8,0,12,6,6,8,2,12,4,2,0
33,2019-05-18T08:15:00,2019-05-18T08:30:00,282,84,2,0,8,2,10,8,2,14,10,32,0
34,2019-05-18T08:30:00,2019-05-18T08:45:00,286,94,4,0,14,10,12,22,0,12,20,16,0
35,2019-05-18T08:45:00,2019-05-18T09:00:00,186,106,4,0,10,4,8,6,0,20,10,8,0
36,2019-05-18T09:00:00,2019-05-18T09:15:00,184,60,2,2,6,20,10,10,2,18,12,12,0
37,2019-05-18T09:15:00,2019-05-18T09:30:00,132,84,4,0,8,20,14,16,2,14,8,20,0
38,2019-05-18T09:30:00,2019-05-18T09:45:00,126,64,2,0,10,20,10,6,0,10,8,16,0
39,2019-05-18T09:45:00,2019-05-18T10:00:00,114,64,6,0,10,14,12,6,2,18,14,10,0
40,2019-05-18T10:00:00,2019-05-18T10:15:00,64,32,2,0,4,10,20,2,10,12,14,6,0
41,2019-05-18T10:15:00,2019-05-18T10:30:00,102,32,0,0,6,10,6,10,4,24,12,4,0
42,2019-05-18T10:30:00,2019-05-18T10:45:00,90,44,4,0,0,16,16,8,2,10,16,8,0
43,2019-05-18T10:45:00,2019-05-18T11:00:00,104,46,4,2,22,6,4,12,6,12,26,16,0
44,2019-05-18T11:00:00,2019-05-18T11:15:00,114,42,6,0,20,6,4,20,2,20,26,14,0
45,2019-05-18T11:15:00,2019-05-18T11:30:00,44,24,4,0,12,30,12,14,2,22,28,10,0
46,2019-05-18T11:30:00,2019-05-18T11:45:00,80,30,2,4,10,26,8,14,6,10,8,10,0
47,2019-05-18T11:45:00,2019-05-18T12:00:00,86,22,14,0,10,26,16,12,0,10,16,24,0
48,2019-05-18T12:00:00,2019-05-18T12:15:00,88,32,8,4,10,44,14,14,4,22,22,22,0
49,2019-05-18T12:15:00,2019-05-18T12:30:00,70,34,6,4,18,36,8,30,10,28,20,26,0
50,2019-05-18T12:30:00,2019-05-18T12:45:00,74,30,12,0,16,36,22,14,6,22,28,32,0
51,2019-05-18T12:45:00,2019-05-18T13:00:00,52,30,6,0,10,24,16,30,12,22,30,24,0
52,2019-05-18T13:00:00,2019-05-18T13:15:00,90,34,10,4,14,32,18,10,4,42,34,20,0
53,2019-05-18T13:15:00,2019-05-18T13:30:00,76,54,4,2,28,38,28,28,4,40,14,16,0
54,2019-05-18T13:30:00,2019-05-18T13:45:00,54,38,14,0,20,28,16,18,12,18,14,46,0
55,2019-05-18T13:45:00,2019-05-18T14:00:00,26,38,6,8,28,18,10,20,0,16,14,18,0
56,2019-05-18T14:00:00,2019-05-18T14:15:00,38,22,6,6,6,28,12,14,4,16,24,26,0
57,2019-05-18T14:15:00,2019-05-18T14:30:00,40,28,4,2,12,22,12,20,10,22,28,26,0
58,2019-05-18T14:30:00,2019-05-18T14:45:00,36,28,4,4,22,20,22,14,6,8,18,10,0
59,2019-05-18T14:45:00,2019-05-18T15:00:00,46,34,2,2,6,16,10,10,0,6,14,26,0
60,2019-05-18T15:00:00,2019-05-18T15:15:00,62,14,2,0,14,14,12,14,0,8,14,6,0
61,2019-05-18T15:15:00,2019-05-18T15:30:00,32,26,4,0,14,14,10,20,0,12,22,14,0
62,2019-05-18T15:30:00,2019-05-18T15:45:00,58,36,6,2,10,12,10,8,4,10,12,8,0
63,2019-05-18T15:45:00,2019-05-18T16:00:00,58,22,0,0,22,4,8,20,2,12,16,18,0
64,2019-05-18T16:00:00,2019-05-18T16:15:00,50,24,2,0,14,26,14,14,0,18,2,12,0
65,2019-05-18T16:15:00,2019-05-18T16:30:00,52,14,4,0,2,14,10,2,0,18,18,14,0
66,2019-05-18T16:30:00,2019-05-18T16:45:00,56,24,6,4,10,14,12,14,4,16,18,20,0
67,2019-05-18T16:45:00,2019-05-18T17:00:00,38,28,4,2,2,24,22,2,4,16,24,8,0
68,2019-05-18T17:00:00,2019-05-18T17:15:00,30,22,6,4,12,14,12,18,4,16,20,2,0
69,2019-05-18T17:15:00,2019-05-18T17:30:00,48,18,6,0,10,16,16,6,4,12,30,8,0
70,2019-05-18T17:30:00,2019-05-18T17:45:00,40,12,2,2,10,28,8,12,2,12,10,18,0
71,2019-05-18T17:45:00,2019-05-18T18:00:00,22,20,2,2,16,28,4,10,2,8,14,14,0
72,2019-05-18T18:00:00,2019-05-18T18:15:00,42,10,0,0,14,18,8,8,4,24,34,22,0
73,2019-05-18T18:15:00,2019-05-18T18:30:00,28,10,8,2,30,10,2,14,0,12,4,10,0
74,2019-05-18T18:30:00,2019-05-18T18:45:00,22,22,0,0,20,14,16,12,2,8,22,8,0
75,2019-05-18T18:45:00,2019-05-18T19:00:00,20,24,4,0,12,14,6,2,0,8,18,8,0
76,2019-05-18T19:00:00,2019-05-18T19:15:00,20,16,4,0,16,8,18,16,6,14,16,12,0
77,2019-05-18T19:15:00,2019-05-18T19:30:00,20,18,0,0,22,20,10,12,0,6,18,24,0
78,2019-05-18T19:30:00,2019-05-18T19:45:00,38,10,6,0,12,4,8,10,0,10,14,6,0
79,2019-05-18T19:45:00,2019-05-18T20:00:00,22,20,2,0,16,10,4,6,2,6,12,14,0
80,2019-05-18T20:00:00,2019-05-18T20:15:00,32,26,4,0,4,6,10,6,2,8,4,18,0
81,2019-05-18T20:15:00,2019-05-18T20:30:00,18,2,4,0,12,10,6,2,2,6,8,8,0
82,2019-05-18T20:30:00,2019-05-18T20:45:00,28,12,2,0,18,2,0,4,0,8,12,14,0
83,2019-05-18T20:45:00,2019-05-18T21:00:00,36,8,0,0,20,6,4,2,0,8,10,6,0
84,2019-05-18T21:00:00,2019-05-18T21:15:00,26,4,2,0,12,8,0,10,0,4,12,8,0
85,2019-05-18T21:15:00,2019-05-18T21:30:00,18,10,6,0,12,10,6,6,2,0,0,2,0
86,2019-05-18T21:30:00,2019-05-18T21:45:00,6,22,0,0,4,2,4,8,0,8,8,12,0
87,2019-05-18T21:45:00,2019-05-18T22:00:00,8,2,2,0,2,4,0,0,0,2,12,12,0
88,2019-05-18T22:00:00,2019-05-18T22:15:00,12,2,0,0,0,2,2,4,2,2,2,6,0
89,2019-05-18T22:15:00,2019-05-18T22:30:00,2,2,2,0,0,2,2,2,0,0,6,2,0
90,2019-05-18T22:30:00,2019-05-18T22:45:00,4,2,0,0,6,8,2,2,0,0,8,0,0
91,2019-05-18T22:45:00,2019-05-18T23:00:00,6,0,0,0,0,2,6,2,0,0,0,2,0
92,2019-05-18T23:00:00,2019-05-18T23:15:00,0,0,0,0,0,2,0,0,0,0,2,0,0
93,2019-05-18T23:15:00,2019-05-18T23:30:00,0,0,0,0,0,0,0,0,0,0,10,0,0
94,2019-05-18T23:30:00,2019-05-18T23:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2019-05-18T23:45:00,2019-05-19T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
